,text,context_annotations,edit_history_tweet_ids,possibly_sensitive,created_at,id,reply_settings,lang,source,entities.hashtags,entities.annotations,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.urls
0,"RT @yajima1212: MNP案件
UQモバイル
iPhone 11 Pro 一括3万円台
iPhonese2 一括4800円

維持費は990円からです！

#iPhone14
#MNP #一括1円 
#Apple
#iPhone 
#iPhone13
#iPhone…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1437817461345189889', 'name': 'Iphone 13'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1466051779741712386', 'name': 'iPhone 11'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591204118663946243'],False,2022-11-11T22:59:59.000Z,1591204118663946243,everyone,ja,Twitter for Android,"[{'start': 84, 'end': 93, 'tag': 'iPhone14'}, {'start': 94, 'end': 98, 'tag': 'MNP'}, {'start': 99, 'end': 104, 'tag': '一括1円'}, {'start': 106, 'end': 112, 'tag': 'Apple'}, {'start': 113, 'end': 120, 'tag': 'iPhone'}, {'start': 122, 'end': 131, 'tag': 'iPhone13'}]","[{'start': 29, 'end': 34, 'probability': 0.5166, 'type': 'Product', 'normalized_text': 'iPhone'}]","[{'start': 3, 'end': 14, 'username': 'yajima1212', 'id': '1534712243312816129'}]",5,0,0,0,
1,"おはようございます😊

今日は9時半からPTA評議委員会✎☡
チャリチャリで行ってきます🚲

そしてお昼1時半docomoへ1ヶ月待っていたiPhone14Proを取りに行ってきます!!
さて自分でちゃんと出来るかな!?
無事ここに帰って来れますように🙏

今日もよろしくお願いします🍀 ̖́-

今日のおすすめ画像♡ https://t.co/wkec6TqoB8","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1035268264916484096', 'name': 'docomo (ドコモ)', 'description': 'docomo (ドコモ)'}}]",['1591204113953722368'],True,2022-11-11T22:59:58.000Z,1591204113953722368,everyone,ja,Twitter for iPhone,,"[{'start': 21, 'end': 28, 'probability': 0.4517, 'type': 'Organization', 'normalized_text': 'PTA評議委員会'}]",,1,0,13,0,"[{'start': 160, 'end': 183, 'url': 'https://t.co/wkec6TqoB8', 'expanded_url': 'https://twitter.com/AtsuTakechan321/status/1591204113953722368/photo/1', 'display_url': 'pic.twitter.com/wkec6TqoB8', 'media_key': '3_1591204108631175168'}]"
2,"RT @sirollc: おはようございます！

今日もiPhone14欲しい方は
リツイート、フォローで教えて下さい。 https://t.co/CsdFvLQ4en","[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",['1591204098975879168'],False,2022-11-11T22:59:54.000Z,1591204098975879168,mentionedUsers,ja,Twitter for iPhone,,,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]",672,0,0,0,"[{'start': 61, 'end': 84, 'url': 'https://t.co/CsdFvLQ4en', 'expanded_url': 'https://twitter.com/sirollc/status/1591203472934047745/photo/1', 'display_url': 'pic.twitter.com/CsdFvLQ4en', 'media_key': '3_1591203465224589312'}]"
3,"RT @yajima1212: 終了日未定
SIMのみの購入でキャッシュバック
UQモバイル
13000円分
今使っているiPhoneの利用が可能
ネットだから楽に買える

#MNP #一括1円
#iPhone 
#Apple
#iPhone13 
#iPhone14 
#iP…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1437817461345189889', 'name': 'Iphone 13'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591204079015202817'],False,2022-11-11T22:59:50.000Z,1591204079015202817,everyone,ja,Twitter for Android,"[{'start': 87, 'end': 91, 'tag': 'MNP'}, {'start': 92, 'end': 97, 'tag': '一括1円'}, {'start': 98, 'end': 105, 'tag': 'iPhone'}, {'start': 107, 'end': 113, 'tag': 'Apple'}, {'start': 114, 'end': 123, 'tag': 'iPhone13'}, {'start': 125, 'end': 134, 'tag': 'iPhone14'}]","[{'start': 61, 'end': 66, 'probability': 0.9468, 'type': 'Product', 'normalized_text': 'iPhone'}]","[{'start': 3, 'end': 14, 'username': 'yajima1212', 'id': '1534712243312816129'}]",7,0,0,0,
4,"【楽天モバイル📱】
iPhone 14 Pro 1TB SIMフリー 回線セット が入荷しました
🚨クーポン要確認
https://t.co/Y3WgSHBMm8（商品ページ）
https://t.co/7FG3ThXxR1（ROOM）
(07:59:48)
#iPhone14Pro","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1230150773012484102', 'name': 'Rakuten Mobile'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1407811550987972617', 'name': 'Industries'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591204074191351808'],False,2022-11-11T22:59:49.000Z,1591204074191351808,everyone,ja,Twitter,"[{'start': 130, 'end': 142, 'tag': 'iPhone14Pro'}]","[{'start': 1, 'end': 2, 'probability': 0.5891, 'type': 'Organization', 'normalized_text': '楽天'}, {'start': 11, 'end': 31, 'probability': 0.3977, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro 1TB SIM'}]",,0,0,0,0,"[{'start': 58, 'end': 81, 'url': 'https://t.co/Y3WgSHBMm8', 'expanded_url': 'https://a.r10.to/h6xyLW', 'display_url': 'a.r10.to/h6xyLW', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591255588310114304/CqZsltpw?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591255588310114304/CqZsltpw?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】【16000円OFFクーポン配布中】iPhone 14 Pro 1TB simフリー 国内正規品 Apple 本体 端末 新品 回線セット：楽天モバイル公式 楽天市場店', 'description': '【お得な回線セット】 楽天モバイル 公式ショップ。【16000円OFFクーポン配布中】iPhone 14 Pro 1TB simフリー 国内正規品 Apple 本体 端末 新品 回線セット', 'unwound_url': 'https://item.rakuten.co.jp/rakutenmobile-store/iphone-14-pro_1tb_bundle/?scid=af_pc_etc&sc2id=af_101_0_0'}, {'start': 89, 'end': 112, 'url': 'https://t.co/7FG3ThXxR1', 'expanded_url': 'https://room.rakuten.co.jp/room_00308e7649/1700178084527361', 'display_url': 'room.rakuten.co.jp/room_00308e764…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1592037156695908353/kC3WYPG7?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1592037156695908353/kC3WYPG7?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【16000円OFFクーポン配布中】iPhone 14 Pro 1TB simフリー 国内正規品 Apple 本体 端末 新品 回線セット', 'description': '【16000円OFFクーポン配布中】iPhone 14 Pro 1TB simフリー', 'unwound_url': 'https://room.rakuten.co.jp/room_00308e7649/1700178084527361'}]"
5,"RT @yajima1212: 【ケーズデンキ】 11月12月 のりかえ MNP 一括1円 
iPhone14 iPhone13 iPhoneSE3などはどうなっている？ 
#ケーコジ
#ケーズ
#ヤマダ
#iPhone14 
#iPhone14Pro
#Apple 
#iPh…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591204063777263617'],False,2022-11-11T22:59:46.000Z,1591204063777263617,everyone,ja,Twitter for Android,"[{'start': 87, 'end': 92, 'tag': 'ケーコジ'}, {'start': 93, 'end': 97, 'tag': 'ケーズ'}, {'start': 98, 'end': 102, 'tag': 'ヤマダ'}, {'start': 103, 'end': 112, 'tag': 'iPhone14'}, {'start': 114, 'end': 126, 'tag': 'iPhone14Pro'}, {'start': 127, 'end': 133, 'tag': 'Apple'}]","[{'start': 17, 'end': 22, 'probability': 0.436, 'type': 'Organization', 'normalized_text': 'ケーズデンキ'}]","[{'start': 3, 'end': 14, 'username': 'yajima1212', 'id': '1534712243312816129'}]",5,0,0,0,
6,"RT @Setec_FR: 🎁 #CONCOURS #GIVEAWAY 🎁

L'équipe #SETEC vous offre la chance de remporter un #iPhone14ProMax ! 

Pour participer:

🔁 Retweet…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591204056852226050'],False,2022-11-11T22:59:44.000Z,1591204056852226050,everyone,fr,Twitter for iPhone,"[{'start': 16, 'end': 25, 'tag': 'CONCOURS'}, {'start': 26, 'end': 35, 'tag': 'GIVEAWAY'}, {'start': 48, 'end': 54, 'tag': 'SETEC'}, {'start': 92, 'end': 107, 'tag': 'iPhone14ProMax'}]",,"[{'start': 3, 'end': 12, 'username': 'Setec_FR', 'id': '1079167257966772224'}]",1542,0,0,0,
7,"【楽天モバイル📱】
iPhone 14 Pro 512GB SIMフリー 端末本体のみ が入荷しました
https://t.co/JPuQZS6zOk（商品ページ）
https://t.co/tlpkppJCNp（ROOM）
(07:59:39)
#iPhone14Pro","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1230150773012484102', 'name': 'Rakuten Mobile'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1407811550987972617', 'name': 'Industries'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591204035838681088'],False,2022-11-11T22:59:39.000Z,1591204035838681088,everyone,ja,Twitter,"[{'start': 124, 'end': 136, 'tag': 'iPhone14Pro'}]","[{'start': 1, 'end': 2, 'probability': 0.5699, 'type': 'Organization', 'normalized_text': '楽天'}, {'start': 11, 'end': 33, 'probability': 0.2321, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro 512GB SIM'}]",,0,0,0,0,"[{'start': 52, 'end': 75, 'url': 'https://t.co/JPuQZS6zOk', 'expanded_url': 'https://a.r10.to/h6EBpu', 'display_url': 'a.r10.to/h6EBpu', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品：楽天モバイル公式 楽天市場店', 'description': '楽天モバイル 公式ショップ。iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'unwound_url': 'https://item.rakuten.co.jp/rakutenmobile-store/iphone-14-pro_512gb/?scid=af_pc_etc&sc2id=af_101_0_0'}, {'start': 83, 'end': 106, 'url': 'https://t.co/tlpkppJCNp', 'expanded_url': 'https://room.rakuten.co.jp/room_00308e7649/1700177123334521', 'display_url': 'room.rakuten.co.jp/room_00308e764…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591326243987034112/o8_LQDqj?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591326243987034112/o8_LQDqj?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【予約】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'description': 'iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし）', 'unwound_url': 'https://room.rakuten.co.jp/room_00308e7649/1700177123334521'}]"
8,RT @Touki_cos: iPhone14カメラ性能凄くてちゃんとボケるからコスプレ以外で一眼必要ないから良い時代,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1047106191829028865', 'name': 'Cosplay', 'description': 'Cosplay'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1047106191829028865', 'name': 'Cosplay', 'description': 'Cosplay'}}]",['1591204017476358144'],False,2022-11-11T22:59:35.000Z,1591204017476358144,everyone,ja,Twitter for Android,,,"[{'start': 3, 'end': 13, 'username': 'Touki_cos', 'id': '3324608767'}]",1,0,0,0,
