,text,context_annotations,edit_history_tweet_ids,possibly_sensitive,created_at,id,reply_settings,lang,source,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.mentions,entities.urls,entities.hashtags,entities.annotations
51,@gpWuhRSCykfHkGM iPhone14,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",['1591218170869985280'],False,2022-11-11T23:55:49.000Z,1591218170869985280,everyone,en,Twitter for iPhone,0,0,0,0,"[{'start': 0, 'end': 16, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}]",,,"[{'start': 17, 'end': 24, 'probability': 0.7872, 'type': 'Product', 'normalized_text': 'iPhone14'}]"
52,"【楽天モバイル📱】
iPhone 14 Pro 512GB SIMフリー 端末本体のみ が入荷しました
https://t.co/JPuQZSoJ2s（商品ページ）
https://t.co/tlpkppszLp（ROOM）
(08:55:49)
#iPhone14Pro","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1230150773012484102', 'name': 'Rakuten Mobile'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1407811550987972617', 'name': 'Industries'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591218169880117248'],False,2022-11-11T23:55:49.000Z,1591218169880117248,everyone,ja,Twitter,0,0,0,0,,"[{'start': 52, 'end': 75, 'url': 'https://t.co/JPuQZSoJ2s', 'expanded_url': 'https://a.r10.to/h6EBpu', 'display_url': 'a.r10.to/h6EBpu', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591215120260091904/02VNh98p?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品：楽天モバイル公式 楽天市場店', 'description': '楽天モバイル 公式ショップ。iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'unwound_url': 'https://item.rakuten.co.jp/rakutenmobile-store/iphone-14-pro_512gb/?scid=af_pc_etc&sc2id=af_101_0_0'}, {'start': 83, 'end': 106, 'url': 'https://t.co/tlpkppszLp', 'expanded_url': 'https://room.rakuten.co.jp/room_00308e7649/1700177123334521', 'display_url': 'room.rakuten.co.jp/room_00308e764…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591326243987034112/o8_LQDqj?format=png&name=orig', 'width': 600, 'height': 600}, {'url': 'https://pbs.twimg.com/news_img/1591326243987034112/o8_LQDqj?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【予約】iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし） 新品', 'description': 'iPhone 14 Pro 512GB simフリー 端末本体のみ （楽天モバイル回線なし）', 'unwound_url': 'https://room.rakuten.co.jp/room_00308e7649/1700177123334521'}]","[{'start': 124, 'end': 136, 'tag': 'iPhone14Pro'}]","[{'start': 1, 'end': 2, 'probability': 0.5705, 'type': 'Organization', 'normalized_text': '楽天'}, {'start': 11, 'end': 33, 'probability': 0.2302, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro 512GB SIM'}]"
53,RT @rickfootagraphy: GODDESS GRAZI NEEDED PAMPERING #iPhone14ProMax #HouseoftheDragon #nsfwtwt https://t.co/zB6l2uwGmI,,['1591218160010940416'],True,2022-11-11T23:55:47.000Z,1591218160010940416,everyone,en,Twitter for Android,87,0,0,0,"[{'start': 3, 'end': 19, 'username': 'rickfootagraphy', 'id': '1523539995927142400'}]","[{'start': 95, 'end': 118, 'url': 'https://t.co/zB6l2uwGmI', 'expanded_url': 'https://twitter.com/rickfootagraphy/status/1567723092973162496/video/1', 'display_url': 'pic.twitter.com/zB6l2uwGmI', 'media_key': '7_1567721978399686657'}]","[{'start': 52, 'end': 67, 'tag': 'iPhone14ProMax'}, {'start': 68, 'end': 85, 'tag': 'HouseoftheDragon'}, {'start': 86, 'end': 94, 'tag': 'nsfwtwt'}]","[{'start': 53, 'end': 66, 'probability': 0.7458, 'type': 'Product', 'normalized_text': 'iPhone14ProMax'}, {'start': 69, 'end': 84, 'probability': 0.636, 'type': 'Other', 'normalized_text': 'HouseoftheDragon'}]"
54,"楽天リアルタイム・ランキング [08:55]
🔥急上昇中！🔥

【スマートフォン・タブレット】
👑第21位👑

✅口コミ
⭐️4.5(2件)

🔺在庫わずか！🔺
スマホケース 名入れ レザー 落下防止 ベルト付 iphone14 pro max iphonese3 iphone13 pro max iphone12 m

⬇️楽天で見てみる⬇️
https://t.co/ehfOgzlvtu","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591218145771270144'],False,2022-11-11T23:55:44.000Z,1591218145771270144,everyone,ja,tweet serach api,0,0,0,0,,"[{'start': 174, 'end': 197, 'url': 'https://t.co/ehfOgzlvtu', 'expanded_url': 'https://hb.afl.rakuten.co.jp/hgc/g00ryc35.miryxa0e.g00ryc35.miryy018/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Falliancecom-r%2Fxi7rkysome1-ult%2F', 'display_url': 'hb.afl.rakuten.co.jp/hgc/g00ryc35.m…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1591218159444701184/KN7YX7Iw?format=jpg&name=orig', 'width': 500, 'height': 500}, {'url': 'https://pbs.twimg.com/news_img/1591218159444701184/KN7YX7Iw?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】スマホケース 名入れ レザー 落下防止 ベルト付 iphone14 pro max iphonese3 iphone13 pro max iphone12 mini iphone11 xperia 10 iv so-52c google pixel 6a ベルトなし 名入れ メンズ 手帳型 ケース 本革 ブランド 手帳 落下防止リング オーダー 皮 カバー 左利き可 高級：LifeCase\u3000smartphone', 'description': 'iphone13 mini pro max スマホケース 手帳型 全機種 オーダーメイド スマホケース 手帳型 全機種対応 本革 ハンドメイド フルカバー アイフォンxケース手帳 iphone8 耐久 丈夫 名入れ。スマホケース 名入れ レザー 落下防止 ベルト付 iphone14 pro max iphonese3 iphone13 pro max iphone12 mini iphone11 xperia 10 iv so-52c google pixel 6a ベルトなし 名入れ メンズ 手帳型 ケース 本革 ブランド 手帳 落下防止リング オーダー 皮 カバー 左利き可 高級', 'unwound_url': 'https://item.rakuten.co.jp/alliancecom-r/xi7rkysome1-ult/?scid=af_pc_etc&sc2id=af_101_0_0'}]",,"[{'start': 0, 'end': 1, 'probability': 0.6029, 'type': 'Organization', 'normalized_text': '楽天'}]"
55,"RT @gpWuhRSCykfHkGM: 🎁プレゼント企画🎁

スイッチ＆スプラ3/iPhone14/アマギフ5万円分の中から、好きな物をプレゼント❗
※当選実績は「いいね」参照

【応募方法】
1️⃣@gpWuhRSCykfHkGMをフォロー
2️⃣この投稿をRT
※完了した…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '854949050151452672', 'name': 'Splatoon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '854949050151452672', 'name': 'Splatoon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}]",['1591218142382272512'],False,2022-11-11T23:55:43.000Z,1591218142382272512,everyone,ja,Twitter Web App,1570,0,0,0,"[{'start': 3, 'end': 19, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}, {'start': 101, 'end': 117, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}]",,,
56,"RT @gpWuhRSCykfHkGM: 🎁プレゼント企画🎁

スイッチ＆スプラ3/iPhone14/アマギフ5万円分の中から、好きな物をプレゼント❗
※当選実績は「いいね」参照

【応募方法】
1️⃣@gpWuhRSCykfHkGMをフォロー
2️⃣この投稿をRT
※完了した…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '854949050151452672', 'name': 'Splatoon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '854949050151452672', 'name': 'Splatoon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}]",['1591218135268749312'],False,2022-11-11T23:55:41.000Z,1591218135268749312,everyone,ja,Twitter for iPhone,1570,0,0,0,"[{'start': 3, 'end': 19, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}, {'start': 101, 'end': 117, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}]",,,
57,"RT @JP_NEWSTATE: ＼\🎊1st Anniversary キャンペーン開催🎊/／

皆さまのおかげで #ニューステ はリリース1周年‼️
感謝をこめて #iPhone14Pro と #airpodspro2 や #Amazonギフト券 10万円分を #プレゼント…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591218090150227970'],False,2022-11-11T23:55:30.000Z,1591218090150227970,everyone,ja,Twitter,9414,0,0,0,"[{'start': 3, 'end': 15, 'username': 'JP_NEWSTATE', 'id': '1333693963451043841'}]",,"[{'start': 58, 'end': 64, 'tag': 'ニューステ'}, {'start': 83, 'end': 95, 'tag': 'iPhone14Pro'}, {'start': 98, 'end': 110, 'tag': 'airpodspro2'}, {'start': 113, 'end': 124, 'tag': 'Amazonギフト券'}, {'start': 132, 'end': 138, 'tag': 'プレゼント'}]",
58,"楽天リアルタイム・ランキング [08:55]
🔥急上昇中！🔥

【スマートフォン・タブレット】
👑第20位👑

✅口コミ
⭐️4.44(6801件)

🔺在庫わずか！🔺
【楽天1位獲得】 iPhone ガラスフィルム iPhone14 13 pro Max plus iPhone12 mini iPhoneSE3 保護フィ

⬇️楽天で見てみる⬇️
https://t.co/nSmQgj24l0","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '783335558466506752', 'name': 'Online - Retail'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1038145750419435520', 'name': 'Rakuten', 'description': 'Rakuten (楽天)'}}, {'domain': {'id': '165', 'name': 'Technology', 'description': 'for individual and types of technology, e.g., food technology, 3D printing'}, 'entity': {'id': '1407812892909473795', 'name': 'eCommerce industry'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",['1591218018604183554'],False,2022-11-11T23:55:13.000Z,1591218018604183554,everyone,ja,tweet serach api,0,0,0,0,,"[{'start': 176, 'end': 199, 'url': 'https://t.co/nSmQgj24l0', 'expanded_url': 'https://hb.afl.rakuten.co.jp/hgc/g00tdmx5.miryxd19.g00tdmx5.miryyca0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbridge-store%2Fiphone-k%2F', 'display_url': 'hb.afl.rakuten.co.jp/hgc/g00tdmx5.m…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1592301622193004546/JE-FTGme?format=jpg&name=orig', 'width': 1000, 'height': 1000}, {'url': 'https://pbs.twimg.com/news_img/1592301622193004546/JE-FTGme?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '【楽天市場】【楽天1位獲得】 iPhone ガラスフィルム iPhone14 13 pro Max plus iPhone12 mini iPhoneSE3 保護フィルム iPhoneSE 第3世代 第2世代 iPhone11 iPhone8 7 XR XS iPhone14pro SE3 SE2 フィルム 10H ガラスザムライ アイフォン 液晶保護フィルム：Bridge Store 楽天市場店', 'description': '送料無料★らくらくクリップ付きで簡単貼り付け！シリーズ累計300万枚販売の iPhone ガラスフィルム ！ iPhone14 13 iPhone12 mini iPhoneSE3 SE2 iPhoneXs 保護フィルム 液晶保護。【楽天1位獲得】 iPhone ガラスフィルム iPhone14 13 pro Max plus iPhone12 mini iPhoneSE3 保護フィルム iPhoneSE 第3世代 第2世代 iPhone11 iPhone8 7 XR XS iPhone14pro SE3 SE2 フィルム 10H ガラスザムライ アイフォン 液晶保護フィルム', 'unwound_url': 'https://item.rakuten.co.jp/bridge-store/iphone-k/?scid=af_pc_etc&sc2id=af_101_0_0'}]",,"[{'start': 0, 'end': 1, 'probability': 0.5886, 'type': 'Organization', 'normalized_text': '楽天'}, {'start': 100, 'end': 105, 'probability': 0.7477, 'type': 'Product', 'normalized_text': 'iPhone'}]"
59,RT @RoyalBloodDario: @I_am_iPhone14 @JohnnyJoe5tar @ayeejuju @Nothennyfr https://t.co/pqDZFnGcRa,,['1591218010496196608'],False,2022-11-11T23:55:11.000Z,1591218010496196608,everyone,qme,Twitter for Android,101,0,0,0,"[{'start': 3, 'end': 19, 'username': 'RoyalBloodDario', 'id': '1132718877648007168'}, {'start': 21, 'end': 35, 'username': 'I_am_iPhone14', 'id': '1563279896683905024'}, {'start': 36, 'end': 50, 'username': 'JohnnyJoe5tar', 'id': '1483321995756404737'}, {'start': 51, 'end': 60, 'username': 'ayeejuju', 'id': '1538230472299270144'}, {'start': 61, 'end': 72, 'username': 'Nothennyfr', 'id': '1532422868411240450'}]","[{'start': 73, 'end': 96, 'url': 'https://t.co/pqDZFnGcRa', 'expanded_url': 'https://twitter.com/RoyalBloodDario/status/1591189665096544256/video/1', 'display_url': 'pic.twitter.com/pqDZFnGcRa', 'media_key': '7_1591189652085645312'}]",,
60,"RT @sirollc: おはようございます！

今日もiPhone14欲しい方は
リツイート、フォローで教えて下さい。 https://t.co/CsdFvLQ4en","[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",['1591217970529067008'],False,2022-11-11T23:55:02.000Z,1591217970529067008,mentionedUsers,ja,Twitter for Android,672,0,0,0,"[{'start': 3, 'end': 11, 'username': 'sirollc', 'id': '449106717'}]","[{'start': 61, 'end': 84, 'url': 'https://t.co/CsdFvLQ4en', 'expanded_url': 'https://twitter.com/sirollc/status/1591203472934047745/photo/1', 'display_url': 'pic.twitter.com/CsdFvLQ4en', 'media_key': '3_1591203465224589312'}]",,
61,"RT @gpWuhRSCykfHkGM: 🎁プレゼント企画🎁

スイッチ＆スプラ3/iPhone14/アマギフ5万円分の中から、好きな物をプレゼント❗
※当選実績は「いいね」参照

【応募方法】
1️⃣@gpWuhRSCykfHkGMをフォロー
2️⃣この投稿をRT
※完了した…","[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '854949050151452672', 'name': 'Splatoon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '854949050151452672', 'name': 'Splatoon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}]",['1591217964438949888'],False,2022-11-11T23:55:00.000Z,1591217964438949888,everyone,ja,Twitter Web App,1570,0,0,0,"[{'start': 3, 'end': 19, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}, {'start': 101, 'end': 117, 'username': 'gpWuhRSCykfHkGM', 'id': '1186858463625760768'}]",,,
