,source,reply_settings,edit_history_tweet_ids,id,created_at,context_annotations,possibly_sensitive,author_id,conversation_id,text,lang,entities.hashtags,entities.urls,entities.annotations,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,referenced_tweets,entities.mentions
0,iphone-bot,everyone,['1590962060149391361'],1590962060149391361,2022-11-11T06:58:08.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1573217945202950145,1590962060149391361,"✅Mall of Emirates iPhone 14 Pro Max 128GB Space Black
Link: https://t.co/X3fHenncLg 
#iphone14pro #iphone14promax #iphone14 #iphonedubai",en,"[{'start': 85, 'end': 97, 'tag': 'iphone14pro'}, {'start': 98, 'end': 113, 'tag': 'iphone14promax'}, {'start': 114, 'end': 123, 'tag': 'iphone14'}, {'start': 124, 'end': 136, 'tag': 'iphonedubai'}]","[{'start': 60, 'end': 83, 'url': 'https://t.co/X3fHenncLg', 'expanded_url': 'https://reserve-prime.apple.com/AE/en_AE/reserve/A?quantity=2&store=R596&partNumber=MQ9P3AA/A&plan=unlocked', 'display_url': 'reserve-prime.apple.com/AE/en_AE/reser…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'iPhone', 'description': 'Powerful. Beautiful. Durable. Check out the new iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14, iPhone 14 Plus, and iPhone SE.', 'unwound_url': 'https://www.apple.com/ae/iphone/'}]","[{'start': 18, 'end': 26, 'probability': 0.5707, 'type': 'Product', 'normalized_text': 'iPhone 14'}, {'start': 86, 'end': 96, 'probability': 0.7939, 'type': 'Product', 'normalized_text': 'iphone14pro'}, {'start': 99, 'end': 112, 'probability': 0.7732, 'type': 'Product', 'normalized_text': 'iphone14promax'}, {'start': 115, 'end': 122, 'probability': 0.7854, 'type': 'Product', 'normalized_text': 'iphone14'}, {'start': 125, 'end': 135, 'probability': 0.8728, 'type': 'Product', 'normalized_text': 'iphonedubai'}]",0,0,0,0,,
1,Twitter for iPhone,following,['1590961679176957952'],1590961679176957952,2022-11-11T06:56:37.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1585293534780719104,1590961679176957952,"RT @P1919388: 转发➕关注我❤️抽3位幸运儿送三台iphone↓

【 iPhone 14（512G）】顶配 
【 iPhone 14 Pro （1TB）】顶配 
【 iPhone 14 Pro Max （1TB）】顶配

 转发关注我就行 ！不喜欢均可官网价格折现…",zh,,,,230,0,0,0,"[{'type': 'retweeted', 'id': '1590278408466223104'}]","[{'start': 3, 'end': 12, 'username': 'P1919388', 'id': '1584960680741912576'}]"
2,iphone-bot,everyone,['1590960464510570497'],1590960464510570497,2022-11-11T06:51:48.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1573217945202950145,1590960464510570497,"✅Dubai Mall iPhone 14 Pro 128GB Silver
Link: https://t.co/mmQfSMd0BH 
#iphone14pro #iphone14promax #iphone14 #iphonedubai",en,"[{'start': 70, 'end': 82, 'tag': 'iphone14pro'}, {'start': 83, 'end': 98, 'tag': 'iphone14promax'}, {'start': 99, 'end': 108, 'tag': 'iphone14'}, {'start': 109, 'end': 121, 'tag': 'iphonedubai'}]","[{'start': 45, 'end': 68, 'url': 'https://t.co/mmQfSMd0BH', 'expanded_url': 'https://reserve-prime.apple.com/AE/en_AE/reserve/A?quantity=2&store=R597&partNumber=MQ023AA/A&plan=unlocked', 'display_url': 'reserve-prime.apple.com/AE/en_AE/reser…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'iPhone', 'description': 'Powerful. Beautiful. Durable. Check out the new iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14, iPhone 14 Plus, and iPhone SE.', 'unwound_url': 'https://www.apple.com/ae/iphone/'}]","[{'start': 12, 'end': 24, 'probability': 0.4111, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro'}, {'start': 71, 'end': 81, 'probability': 0.8908, 'type': 'Product', 'normalized_text': 'iphone14pro'}, {'start': 84, 'end': 97, 'probability': 0.8641, 'type': 'Product', 'normalized_text': 'iphone14promax'}, {'start': 100, 'end': 107, 'probability': 0.7986, 'type': 'Product', 'normalized_text': 'iphone14'}, {'start': 110, 'end': 120, 'probability': 0.8822, 'type': 'Product', 'normalized_text': 'iphonedubai'}]",0,0,0,0,,
3,Twitter for iPhone,following,['1590958436455690241'],1590958436455690241,2022-11-11T06:43:44.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1586425421628772352,1590958436455690241,"RT @P1919388: 转发➕关注我❤️抽3位幸运儿送三台iphone↓

【 iPhone 14（512G）】顶配 
【 iPhone 14 Pro （1TB）】顶配 
【 iPhone 14 Pro Max （1TB）】顶配

 转发关注我就行 ！不喜欢均可官网价格折现…",zh,,,,230,0,0,0,"[{'type': 'retweeted', 'id': '1590278408466223104'}]","[{'start': 3, 'end': 12, 'username': 'P1919388', 'id': '1584960680741912576'}]"
4,Twitter for iPhone,following,['1590957832400408577'],1590957832400408577,2022-11-11T06:41:20.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1516645718496215043,1590957832400408577,"RT @P1919388: 转发➕关注我❤️抽3位幸运儿送三台iphone↓

【 iPhone 14（512G）】顶配 
【 iPhone 14 Pro （1TB）】顶配 
【 iPhone 14 Pro Max （1TB）】顶配

 转发关注我就行 ！不喜欢均可官网价格折现…",zh,,,,230,0,0,0,"[{'type': 'retweeted', 'id': '1590278408466223104'}]","[{'start': 3, 'end': 12, 'username': 'P1919388', 'id': '1584960680741912576'}]"
5,iphone-bot,everyone,['1590956482316713984'],1590956482316713984,2022-11-11T06:35:58.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848920700073123840', 'name': 'Cell Phones', 'description': 'Cell phones'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1573217945202950145,1590956482316713984,"✅Mall of Emirates iPhone 14 Pro 128GB Space Black
Link: https://t.co/spiJ1l59ve 
#iphone14pro #iphone14promax #iphone14 #iphonedubai",en,"[{'start': 81, 'end': 93, 'tag': 'iphone14pro'}, {'start': 94, 'end': 109, 'tag': 'iphone14promax'}, {'start': 110, 'end': 119, 'tag': 'iphone14'}, {'start': 120, 'end': 132, 'tag': 'iphonedubai'}]","[{'start': 56, 'end': 79, 'url': 'https://t.co/spiJ1l59ve', 'expanded_url': 'https://reserve-prime.apple.com/AE/en_AE/reserve/A?quantity=2&store=R596&partNumber=MPXV3AA/A&plan=unlocked', 'display_url': 'reserve-prime.apple.com/AE/en_AE/reser…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'iPhone', 'description': 'Powerful. Beautiful. Durable. Check out the new iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14, iPhone 14 Plus, and iPhone SE.', 'unwound_url': 'https://www.apple.com/ae/iphone/'}]","[{'start': 18, 'end': 30, 'probability': 0.5709, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro'}, {'start': 82, 'end': 92, 'probability': 0.8428, 'type': 'Product', 'normalized_text': 'iphone14pro'}, {'start': 95, 'end': 108, 'probability': 0.823, 'type': 'Product', 'normalized_text': 'iphone14promax'}, {'start': 111, 'end': 118, 'probability': 0.8224, 'type': 'Product', 'normalized_text': 'iphone14'}, {'start': 121, 'end': 131, 'probability': 0.887, 'type': 'Product', 'normalized_text': 'iphonedubai'}]",0,0,0,0,,
6,iphone-bot,everyone,['1590955378543628288'],1590955378543628288,2022-11-11T06:31:35.000Z,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1572673833676333056', 'name': 'Iphone 14'}}, {'domain': {'id': '49', 'name': 'Product Version', 'description': ""The specific model or version of a product.  Examples: Audi A8, Ben & Jerry's Chocolate Chip Ice Cream""}, 'entity': {'id': '1584926191374344192', 'name': 'Iphone 14'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]",False,1573217945202950145,1590955378543628288,"✅Mall of Emirates iPhone 14 Pro Max 256GB Silver
Link: https://t.co/gphDLA7REI 
#iphone14pro #iphone14promax #iphone14 #iphonedubai",en,"[{'start': 80, 'end': 92, 'tag': 'iphone14pro'}, {'start': 93, 'end': 108, 'tag': 'iphone14promax'}, {'start': 109, 'end': 118, 'tag': 'iphone14'}, {'start': 119, 'end': 131, 'tag': 'iphonedubai'}]","[{'start': 55, 'end': 78, 'url': 'https://t.co/gphDLA7REI', 'expanded_url': 'https://reserve-prime.apple.com/AE/en_AE/reserve/A?quantity=2&store=R596&partNumber=MQ9V3AA/A&plan=unlocked', 'display_url': 'reserve-prime.apple.com/AE/en_AE/reser…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1589618199062102016/IYo8kXrO?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'iPhone', 'description': 'Powerful. Beautiful. Durable. Check out the new iPhone 14 Pro, iPhone 14 Pro Max, iPhone 14, iPhone 14 Plus, and iPhone SE.', 'unwound_url': 'https://www.apple.com/ae/iphone/'}]","[{'start': 18, 'end': 30, 'probability': 0.5209, 'type': 'Product', 'normalized_text': 'iPhone 14 Pro'}, {'start': 81, 'end': 91, 'probability': 0.8529, 'type': 'Product', 'normalized_text': 'iphone14pro'}, {'start': 94, 'end': 107, 'probability': 0.8354, 'type': 'Product', 'normalized_text': 'iphone14promax'}, {'start': 110, 'end': 117, 'probability': 0.8364, 'type': 'Product', 'normalized_text': 'iphone14'}, {'start': 120, 'end': 130, 'probability': 0.8967, 'type': 'Product', 'normalized_text': 'iphonedubai'}]",0,0,0,0,,
